"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1000000.00","0.286","0.112","0.247","0.455","0.591","1.319"
"PING_MBULK","877193.00","0.314","0.080","0.287","0.431","0.615","3.791"
"SET","729927.06","0.611","0.208","0.575","0.967","1.103","1.439"
"GET","884955.75","0.447","0.184","0.423","0.711","1.111","2.175"
"INCR","961538.44","0.442","0.128","0.423","0.647","0.823","2.431"
"LPUSH","1000000.00","0.369","0.168","0.343","0.607","0.767","1.023"
"RPUSH","934579.44","0.375","0.112","0.343","0.639","0.767","1.087"
"LPOP","943396.25","0.430","0.184","0.415","0.647","0.799","1.215"
"RPOP","961538.44","0.396","0.152","0.375","0.663","0.863","1.191"
"SADD","1030927.81","0.373","0.096","0.359","0.599","0.791","1.455"
"HSET","943396.25","0.459","0.176","0.431","0.703","0.911","1.263"
"SPOP","531914.94","0.792","0.096","0.711","1.695","2.799","3.575"
"LPUSH (needed to benchmark LRANGE)","1041666.69","0.334","0.152","0.311","0.519","0.711","2.199"
"LRANGE_100 (first 100 elements)","207900.20","1.358","0.352","1.159","2.431","3.975","6.775"
"MSET (10 keys)","306748.47","1.519","0.424","1.511","2.231","2.527","3.039"
