"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","448430.47","1.100","0.040","0.695","3.479","6.303","23.855"
"PING_MBULK","490196.09","0.993","0.048","0.639","3.279","6.463","14.639"
"SET","236966.83","2.077","0.056","1.175","7.079","12.423","21.583"
"GET","352112.66","1.385","0.056","0.823","4.551","8.159","18.783"
"INCR","263852.25","1.879","0.056","0.951","6.831","13.071","20.447"
"LPUSH","217864.92","2.270","0.056","2.151","4.167","6.087","11.079"
"RPUSH","197238.64","2.513","0.056","2.375","4.503","5.895","9.007"
"LPOP","213675.22","2.316","0.056","2.167","4.319","6.055","10.359"
"RPOP","209205.03","2.354","0.048","2.239","4.271","5.679","10.191"
"SADD","194552.53","2.538","0.056","2.351","4.743","7.311","12.543"
"HSET","200803.22","2.462","0.064","2.327","4.447","5.527","8.247"
"SPOP","207468.88","2.378","0.048","2.239","4.407","6.783","9.439"
"LPUSH (needed to benchmark LRANGE)","216450.20","2.281","0.056","2.167","4.207","5.703","8.631"
"LRANGE_100 (first 100 elements)","131926.12","3.509","0.136","2.215","10.383","20.415","34.495"
"MSET (10 keys)","122549.02","4.057","0.136","3.391","9.407","13.263","21.343"
