"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","699300.69","0.375","0.136","0.399","0.463","0.615","1.871"
"PING_MBULK","943396.25","0.362","0.112","0.327","0.607","0.743","1.231"
"SET","649350.62","0.614","0.216","0.599","1.007","1.191","1.567"
"GET","925925.88","0.407","0.160","0.319","0.751","0.839","1.383"
"INCR","826446.31","0.462","0.152","0.407","0.791","1.007","1.839"
"LPUSH","763358.81","0.533","0.168","0.559","0.823","0.903","1.127"
"RPUSH","877193.00","0.391","0.072","0.327","0.687","0.783","0.991"
"LPOP","826446.31","0.449","0.128","0.431","0.679","0.831","1.087"
"RPOP","869565.19","0.415","0.072","0.391","0.703","0.831","1.151"
"SADD","787401.56","0.425","0.168","0.335","0.839","1.671","3.079"
"HSET","500000.00","0.863","0.240","0.767","1.703","3.575","5.015"
"SPOP","369003.69","1.180","0.104","1.103","2.679","3.543","4.415"
"LPUSH (needed to benchmark LRANGE)","552486.19","0.739","0.184","0.719","1.103","1.919","3.295"
"LRANGE_100 (first 100 elements)","163132.14","1.948","0.672","1.815","3.399","4.695","10.735"
"MSET (10 keys)","282485.88","1.633","0.448","1.495","2.567","3.439","5.287"
