"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","800000.00","0.548","0.024","0.319","1.367","3.999","14.711"
"PING_MBULK","740740.69","0.628","0.024","0.351","1.719","5.703","24.735"
"SET","342465.75","1.447","0.032","0.879","4.631","7.991","13.743"
"GET","574712.69","0.851","0.032","0.471","2.271","8.991","21.135"
"INCR","337837.84","1.467","0.032","0.983","4.375","7.935","14.231"
"LPUSH","314465.41","1.575","0.024","1.295","3.991","7.279","13.743"
"RPUSH","274725.28","1.806","0.024","1.479","4.759","10.615","22.319"
"LPOP","327868.84","1.514","0.024","1.279","3.815","5.983","13.087"
"RPOP","319488.81","1.556","0.024","1.287","4.055","6.551","9.959"
"SADD","258397.94","1.919","0.024","1.583","5.159","8.815","16.687"
"HSET","278551.53","1.776","0.032","1.511","4.239","7.383","12.943"
"SPOP","294985.25","1.676","0.016","1.335","4.655","6.711","9.951"
"LPUSH (needed to benchmark LRANGE)","307692.31","1.608","0.024","1.247","4.655","7.471","10.615"
"LRANGE_100 (first 100 elements)","118906.06","3.993","0.120","2.199","13.983","22.895","56.287"
"MSET (10 keys)","114025.09","4.374","0.128","3.543","10.951","15.983","28.191"
