"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","649350.62","0.680","0.024","0.367","2.127","5.175","13.095"
"PING_MBULK","714285.69","0.636","0.024","0.359","1.919","4.847","18.751"
"SET","401606.44","1.235","0.032","0.767","3.975","6.167","10.183"
"GET","552486.19","0.887","0.024","0.503","2.759","8.951","25.695"
"INCR","348432.06","1.423","0.032","0.895","4.775","7.623","15.663"
"LPUSH","310559.00","1.594","0.024","1.279","3.935","7.327","15.719"
"RPUSH","313479.62","1.585","0.024","1.287","4.279","6.047","16.311"
"LPOP","330033.00","1.495","0.024","1.295","3.711","5.815","10.127"
"RPOP","304878.03","1.622","0.024","1.303","4.535","7.071","18.191"
"SADD","248756.22","1.981","0.032","1.695","5.039","7.503","12.463"
"HSET","279329.59","1.772","0.032","1.519","4.079","6.815","21.935"
"SPOP","299401.22","1.654","0.024","1.311","5.047","7.735","9.735"
"LPUSH (needed to benchmark LRANGE)","311526.47","1.596","0.024","1.263","4.359","7.735","13.975"
"LRANGE_100 (first 100 elements)","119331.74","3.967","0.112","2.495","12.375","22.223","42.431"
"MSET (10 keys)","107296.14","4.640","0.128","3.855","11.431","15.815","29.647"
