"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","110864.74","0.234","0.064","0.223","0.303","0.351","0.687"
"PING_MBULK","115606.94","0.223","0.056","0.223","0.271","0.335","0.503"
"SET","116686.12","0.222","0.064","0.223","0.279","0.335","0.959"
"GET","110375.27","0.235","0.064","0.223","0.295","0.351","3.447"
"INCR","107642.62","0.244","0.064","0.231","0.327","0.431","1.767"
"LPUSH","113122.17","0.229","0.080","0.223","0.295","0.359","0.903"
"RPUSH","103950.10","0.253","0.064","0.239","0.327","0.463","3.511"
"LPOP","107296.14","0.243","0.088","0.231","0.319","0.391","3.183"
"RPOP","117233.30","0.221","0.064","0.223","0.255","0.319","0.447"
"SADD","113895.21","0.226","0.056","0.223","0.287","0.327","0.511"
"HSET","117370.89","0.220","0.056","0.223","0.263","0.319","0.559"
"SPOP","117096.02","0.226","0.056","0.215","0.303","0.383","0.967"
"LPUSH (needed to benchmark LRANGE)","112866.82","0.229","0.056","0.223","0.287","0.335","0.519"
"LRANGE_100 (first 100 elements)","80645.16","0.316","0.144","0.311","0.367","0.423","0.623"
"MSET (10 keys)","114285.71","0.255","0.072","0.223","0.447","0.671","2.007"
