"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","118063.76","0.219","0.056","0.215","0.279","0.327","2.703"
"PING_MBULK","116822.43","0.222","0.056","0.215","0.279","0.343","1.695"
"SET","120192.30","0.216","0.064","0.215","0.255","0.319","0.439"
"GET","117647.05","0.219","0.064","0.215","0.271","0.319","0.983"
"INCR","118203.30","0.219","0.072","0.215","0.271","0.319","1.903"
"LPUSH","107296.14","0.241","0.064","0.231","0.295","0.351","0.495"
"RPUSH","119047.62","0.218","0.064","0.215","0.255","0.335","0.719"
"LPOP","96432.02","0.279","0.136","0.231","0.431","0.607","4.815"
"RPOP","66357.00","0.425","0.112","0.359","0.559","3.303","8.103"
"SADD","54525.63","0.518","0.096","0.439","0.647","3.647","6.823"
"HSET","53050.40","0.526","0.104","0.463","0.631","3.519","6.255"
"SPOP","56148.23","0.567","0.112","0.463","0.855","3.551","7.111"
"LPUSH (needed to benchmark LRANGE)","54377.38","0.536","0.136","0.415","0.663","4.031","8.103"
"LRANGE_100 (first 100 elements)","35676.06","0.795","0.248","0.655","1.343","4.279","8.191"
"MSET (10 keys)","49554.02","0.797","0.208","0.727","1.191","3.599","7.343"
