"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","118483.41","0.217","0.072","0.215","0.263","0.319","0.543"
"PING_MBULK","117924.53","0.218","0.056","0.215","0.255","0.319","0.815"
"SET","119474.31","0.216","0.056","0.215","0.255","0.319","0.447"
"GET","116279.07","0.222","0.056","0.215","0.279","0.327","0.815"
"INCR","117508.81","0.220","0.064","0.215","0.271","0.319","0.455"
"LPUSH","118483.41","0.218","0.056","0.215","0.255","0.327","0.503"
"RPUSH","119474.31","0.216","0.064","0.215","0.255","0.319","0.447"
"LPOP","116414.43","0.222","0.072","0.215","0.279","0.327","0.623"
"RPOP","119047.62","0.216","0.056","0.215","0.247","0.319","0.431"
"SADD","119189.52","0.217","0.056","0.215","0.255","0.327","0.519"
"HSET","117370.89","0.220","0.056","0.215","0.271","0.335","0.583"
"SPOP","120192.30","0.216","0.064","0.215","0.255","0.319","0.439"
"LPUSH (needed to benchmark LRANGE)","120481.93","0.215","0.056","0.215","0.255","0.319","0.455"
"LRANGE_100 (first 100 elements)","81168.83","0.315","0.112","0.311","0.375","0.439","3.711"
"MSET (10 keys)","117508.81","0.255","0.096","0.239","0.391","0.511","0.831"
