"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","564971.75","0.513","0.152","0.463","0.695","1.351","4.415"
"PING_MBULK","584795.31","0.505","0.224","0.471","0.695","1.039","3.879"
"SET","454545.47","0.999","0.280","0.983","1.495","2.055","4.199"
"GET","490196.09","0.881","0.144","0.887","1.263","1.455","2.103"
"INCR","662251.69","0.590","0.248","0.567","0.895","1.159","1.711"
"LPUSH","704225.31","0.520","0.176","0.463","0.959","1.327","2.191"
"RPUSH","775193.81","0.416","0.096","0.343","0.879","1.207","2.231"
"LPOP","719424.44","0.622","0.192","0.559","1.095","1.271","1.879"
"RPOP","775193.81","0.532","0.112","0.495","0.919","1.111","1.551"
"SADD","689655.19","0.515","0.216","0.455","0.895","1.247","1.887"
"HSET","645161.31","0.614","0.216","0.567","1.055","1.415","2.327"
"SPOP","310559.00","1.350","0.152","1.319","2.727","3.327","4.783"
"LPUSH (needed to benchmark LRANGE)","578034.69","0.706","0.184","0.759","1.175","1.335","1.679"
"LRANGE_100 (first 100 elements)","124688.28","2.128","0.392","2.263","3.287","6.287","8.871"
"MSET (10 keys)","248756.22","1.860","0.736","1.895","2.503","2.879","3.383"
