"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","892857.12","0.324","0.080","0.311","0.567","0.719","1.183"
"PING_MBULK","1020408.19","0.263","0.104","0.247","0.367","0.471","1.303"
"SET","775193.81","0.512","0.216","0.487","0.775","1.015","1.431"
"GET","970873.81","0.391","0.112","0.391","0.591","0.703","1.087"
"INCR","900900.88","0.463","0.184","0.455","0.647","0.759","1.127"
"LPUSH","1030927.81","0.356","0.160","0.351","0.527","0.599","0.831"
"RPUSH","970873.81","0.319","0.096","0.287","0.591","0.807","1.079"
"LPOP","943396.25","0.434","0.176","0.431","0.615","0.695","0.847"
"RPOP","925925.88","0.405","0.160","0.391","0.607","0.783","1.023"
"SADD","793650.75","0.530","0.184","0.471","1.007","1.279","1.735"
"HSET","806451.62","0.550","0.200","0.543","0.783","1.015","2.295"
"SPOP","552486.19","0.787","0.072","0.743","1.703","2.207","2.823"
"LPUSH (needed to benchmark LRANGE)","980392.19","0.382","0.160","0.359","0.631","0.791","1.079"
"LRANGE_100 (first 100 elements)","170940.17","1.681","0.448","1.263","3.231","4.519","6.535"
"MSET (10 keys)","263157.91","1.776","0.832","1.695","2.831","3.975","5.127"
