"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1030927.81","0.293","0.072","0.255","0.495","0.615","0.783"
"PING_MBULK","1000000.00","0.260","0.080","0.239","0.327","0.407","0.503"
"SET","877193.00","0.498","0.184","0.479","0.671","0.783","1.119"
"GET","806451.62","0.535","0.248","0.527","0.727","0.871","1.327"
"INCR","787401.56","0.569","0.192","0.551","0.887","1.007","1.391"
"LPUSH","1020408.19","0.351","0.112","0.335","0.535","0.623","0.911"
"RPUSH","934579.44","0.358","0.144","0.311","0.655","0.871","1.199"
"LPOP","952381.00","0.448","0.072","0.439","0.623","0.719","1.015"
"RPOP","1000000.00","0.368","0.168","0.359","0.559","0.671","0.983"
"SADD","826446.31","0.418","0.128","0.359","0.711","0.951","1.823"
"HSET","847457.62","0.488","0.136","0.463","0.735","0.919","1.463"
"SPOP","591716.00","0.730","0.072","0.719","1.551","1.823","2.255"
"LPUSH (needed to benchmark LRANGE)","735294.06","0.574","0.128","0.591","0.935","1.071","1.415"
"LRANGE_100 (first 100 elements)","209205.03","1.287","0.504","1.183","2.039","3.047","4.519"
"MSET (10 keys)","251889.16","1.863","0.504","1.855","2.679","3.055","3.439"
