"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1149425.38","0.226","0.072","0.223","0.271","0.327","0.487"
"PING_MBULK","1149425.38","0.225","0.072","0.223","0.263","0.367","0.543"
"SET","943396.25","0.468","0.176","0.447","0.647","0.783","0.999"
"GET","1086956.50","0.346","0.160","0.335","0.535","0.623","0.975"
"INCR","1086956.50","0.391","0.136","0.383","0.543","0.647","1.007"
"LPUSH","1123595.50","0.345","0.144","0.343","0.511","0.567","0.679"
"RPUSH","1136363.62","0.269","0.080","0.247","0.415","0.527","0.799"
"LPOP","1041666.69","0.395","0.160","0.391","0.559","0.631","1.055"
"RPOP","1075268.75","0.368","0.168","0.367","0.527","0.583","0.903"
"SADD","1063829.88","0.354","0.064","0.327","0.583","0.751","1.199"
"HSET","1020408.19","0.425","0.152","0.407","0.575","0.663","1.687"
"SPOP","606060.56","0.718","0.136","0.695","1.511","1.759","2.063"
"LPUSH (needed to benchmark LRANGE)","1111111.12","0.310","0.144","0.295","0.463","0.543","0.855"
"LRANGE_100 (first 100 elements)","226244.34","1.116","0.424","1.103","1.263","1.639","2.687"
"MSET (10 keys)","354609.94","1.308","0.448","1.327","1.751","2.039","2.623"
