"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1149425.38","0.229","0.072","0.223","0.287","0.351","0.903"
"PING_MBULK","1052631.62","0.259","0.072","0.231","0.399","0.503","0.743"
"SET","1010101.00","0.442","0.184","0.423","0.591","0.671","0.943"
"GET","1123595.50","0.328","0.088","0.319","0.503","0.591","0.783"
"INCR","1111111.12","0.386","0.136","0.383","0.535","0.591","0.767"
"LPUSH","1136363.62","0.343","0.144","0.335","0.511","0.599","0.959"
"RPUSH","1136363.62","0.264","0.080","0.255","0.383","0.463","0.607"
"LPOP","1030927.81","0.426","0.088","0.407","0.583","0.695","1.023"
"RPOP","1086956.50","0.386","0.168","0.375","0.559","0.711","0.959"
"SADD","1010101.00","0.398","0.080","0.367","0.695","0.895","1.231"
"HSET","1041666.69","0.408","0.144","0.399","0.567","0.647","0.887"
"SPOP","598802.44","0.725","0.064","0.695","1.567","1.863","2.271"
"LPUSH (needed to benchmark LRANGE)","1075268.75","0.333","0.080","0.303","0.575","0.719","1.023"
"LRANGE_100 (first 100 elements)","218340.61","1.178","0.424","1.143","1.503","1.911","3.199"
"MSET (10 keys)","350877.19","1.315","0.504","1.343","1.703","1.887","2.855"
