test,rps,rps_iqr,avg_latency_ms,avg_latency_ms_iqr,min_latency_ms,min_latency_ms_iqr,p50_latency_ms,p50_latency_ms_iqr,p95_latency_ms,p95_latency_ms_iqr,p99_latency_ms,p99_latency_ms_iqr,max_latency_ms,max_latency_ms_iqr
PING_INLINE,90909.090000,0.000000,0.294000,0.000000,0.040000,0.000000,0.295000,0.000000,0.399000,0.000000,0.503000,0.000000,0.583000,0.000000
PING_MBULK,90909.090000,0.000000,0.298000,0.000000,0.056000,0.000000,0.295000,0.000000,0.447000,0.000000,0.559000,0.000000,0.655000,0.000000
SET,100000.000000,0.000000,0.253000,0.000000,0.032000,0.000000,0.247000,0.000000,0.415000,0.000000,0.511000,0.000000,0.583000,0.000000
GET,111111.120000,0.000000,0.233000,0.000000,0.040000,0.000000,0.231000,0.000000,0.311000,0.000000,0.455000,0.000000,0.527000,0.000000
INCR,111111.120000,0.000000,0.241000,0.000000,0.040000,0.000000,0.239000,0.000000,0.335000,0.000000,0.455000,0.000000,0.543000,0.000000
LPUSH,100000.000000,0.000000,0.254000,0.000000,0.032000,0.000000,0.255000,0.000000,0.367000,0.000000,0.487000,0.000000,0.551000,0.000000
RPUSH,90909.090000,0.000000,0.326000,0.000000,0.064000,0.000000,0.255000,0.000000,0.551000,0.000000,1.951000,0.000000,2.047000,0.000000
LPOP,111111.120000,0.000000,0.242000,0.000000,0.032000,0.000000,0.239000,0.000000,0.359000,0.000000,0.479000,0.000000,0.647000,0.000000
RPOP,100000.000000,0.000000,0.248000,0.000000,0.032000,0.000000,0.247000,0.000000,0.351000,0.000000,0.415000,0.000000,0.487000,0.000000
SADD,100000.000000,0.000000,0.242000,0.000000,0.048000,0.000000,0.239000,0.000000,0.359000,0.000000,0.447000,0.000000,0.487000,0.000000
HSET,100000.000000,0.000000,0.249000,0.000000,0.048000,0.000000,0.255000,0.000000,0.359000,0.000000,0.431000,0.000000,0.487000,0.000000
SPOP,111111.120000,0.000000,0.243000,0.000000,0.040000,0.000000,0.239000,0.000000,0.335000,0.000000,0.495000,0.000000,0.551000,0.000000
LPUSH (needed to benchmark LRANGE),90909.090000,0.000000,0.327000,0.000000,0.064000,0.000000,0.247000,0.000000,0.511000,0.000000,2.143000,0.000000,2.359000,0.000000
LRANGE_100 (first 100 elements),71428.570000,0.000000,0.344000,0.000000,0.192000,0.000000,0.335000,0.000000,0.455000,0.000000,0.495000,0.000000,0.583000,0.000000
MSET (10 keys),100000.000000,0.000000,0.245000,0.000000,0.040000,0.000000,0.247000,0.000000,0.327000,0.000000,0.431000,0.000000,0.503000,0.000000
