"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","793650.75","0.371","0.040","0.327","0.503","1.631","8.895"
"PING_MBULK","781249.94","0.416","0.056","0.335","0.839","2.063","11.191"
"SET","847457.62","0.432","0.032","0.319","1.151","2.303","5.687"
"GET","819672.12","0.327","0.088","0.319","0.407","0.551","1.815"
"INCR","813008.12","0.345","0.048","0.327","0.431","1.015","2.647"
"LPUSH","724637.69","0.670","0.024","1.031","1.119","1.423","2.871"
"RPUSH","649350.62","0.747","0.032","1.047","1.167","2.079","3.215"
"LPOP","709219.88","0.672","0.024","1.023","1.143","2.071","4.271"
"RPOP","714285.69","0.657","0.024","1.015","1.127","2.047","4.295"
"SADD","699300.69","0.681","0.032","1.031","1.135","1.207","2.759"
"HSET","653594.81","0.745","0.032","1.055","1.127","1.503","2.879"
"SPOP","649350.62","0.660","0.032","0.383","1.159","2.079","4.543"
"LPUSH (needed to benchmark LRANGE)","714285.69","0.678","0.032","1.031","1.135","1.375","3.087"
"LRANGE_100 (first 100 elements)","198019.80","1.483","0.224","1.263","2.855","6.591","12.447"
"MSET (10 keys)","261096.61","1.900","0.168","1.519","4.583","6.127","9.879"
