"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","86805.56","0.300","0.040","0.295","0.367","0.415","3.439"
"PING_MBULK","86580.09","0.299","0.072","0.295","0.359","0.415","0.791"
"SET","84388.19","0.308","0.072","0.303","0.391","0.439","3.279"
"GET","85689.80","0.303","0.056","0.303","0.383","0.447","1.391"
"INCR","88809.95","0.293","0.032","0.295","0.351","0.407","3.575"
"LPUSH","88028.16","0.295","0.064","0.295","0.351","0.399","0.743"
"RPUSH","87796.30","0.295","0.072","0.295","0.351","0.399","1.079"
"LPOP","89206.06","0.292","0.056","0.295","0.343","0.391","2.631"
"RPOP","88183.43","0.294","0.072","0.295","0.351","0.407","1.879"
"SADD","87873.46","0.295","0.088","0.295","0.351","0.399","2.191"
"HSET","86580.09","0.302","0.040","0.295","0.375","0.431","3.263"
"SPOP","90009.01","0.292","0.016","0.287","0.343","0.399","4.079"
"LPUSH (needed to benchmark LRANGE)","89365.51","0.291","0.072","0.295","0.343","0.391","2.183"
"LRANGE_100 (first 100 elements)","66006.60","0.396","0.048","0.391","0.447","0.535","7.711"
"MSET (10 keys)","82372.32","0.329","0.024","0.311","0.407","0.639","7.847"
