"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","793650.75","0.344","0.040","0.327","0.391","0.935","4.871"
"PING_MBULK","813008.12","0.342","0.048","0.327","0.407","0.719","3.623"
"SET","763358.81","0.388","0.040","0.351","0.567","1.743","4.975"
"GET","793650.75","0.364","0.048","0.335","0.511","1.399","4.911"
"INCR","793650.75","0.426","0.040","0.335","1.031","2.431","6.215"
"LPUSH","684931.50","0.702","0.024","1.039","1.167","1.951","4.175"
"RPUSH","649350.62","0.739","0.032","1.039","1.183","2.311","5.007"
"LPOP","704225.31","0.682","0.032","1.031","1.143","1.871","3.095"
"RPOP","675675.69","0.714","0.024","1.039","1.159","2.055","4.975"
"SADD","543478.25","0.904","0.032","1.079","1.279","2.407","3.935"
"HSET","555555.56","0.883","0.032","1.079","1.231","2.087","3.287"
"SPOP","564971.75","0.807","0.024","1.047","1.327","3.383","9.255"
"LPUSH (needed to benchmark LRANGE)","588235.31","0.836","0.024","1.063","1.239","2.151","4.959"
"LRANGE_100 (first 100 elements)","186915.88","1.721","0.216","1.303","4.303","9.551","28.127"
"MSET (10 keys)","244498.77","2.027","0.128","1.591","4.919","7.247","13.095"
