"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","970873.81","0.353","0.024","0.263","0.887","1.351","14.615"
"PING_MBULK","952381.00","0.378","0.016","0.263","0.799","1.607","18.703"
"SET","588235.31","0.840","0.032","0.511","2.759","5.263","10.791"
"GET","806451.62","0.532","0.024","0.327","1.455","4.447","8.823"
"INCR","625000.00","0.786","0.032","0.439","2.815","5.031","7.695"
"LPUSH","497512.44","0.998","0.024","1.071","1.991","3.703","7.991"
"RPUSH","490196.09","1.006","0.024","1.095","1.679","2.159","3.111"
"LPOP","540540.56","0.909","0.024","1.079","1.391","2.111","4.167"
"RPOP","526315.81","0.934","0.024","1.063","1.687","2.847","5.967"
"SADD","492610.84","1.007","0.024","1.087","1.775","2.511","4.759"
"HSET","467289.72","1.059","0.032","1.087","1.687","3.047","9.759"
"SPOP","505050.50","0.976","0.016","1.071","1.959","3.839","15.167"
"LPUSH (needed to benchmark LRANGE)","526315.81","0.940","0.024","1.063","1.695","3.783","8.447"
"LRANGE_100 (first 100 elements)","166666.66","2.573","0.104","1.335","8.255","15.711","26.575"
"MSET (10 keys)","183150.19","2.716","0.104","2.239","6.511","9.175","15.815"
