"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","119904.08","0.216","0.064","0.199","0.287","0.335","1.103"
"PING_MBULK","124069.48","0.208","0.080","0.199","0.279","0.319","0.487"
"SET","123609.39","0.210","0.048","0.199","0.279","0.327","1.399"
"GET","131061.59","0.198","0.048","0.199","0.231","0.303","1.175"
"INCR","130039.02","0.201","0.056","0.199","0.247","0.311","1.519"
"LPUSH","127388.53","0.206","0.064","0.199","0.271","0.311","8.663"
"RPUSH","128534.70","0.202","0.064","0.199","0.271","0.311","0.503"
"LPOP","113895.21","0.228","0.040","0.215","0.295","0.359","1.039"
"RPOP","125628.14","0.207","0.064","0.199","0.279","0.335","0.527"
"SADD","121951.22","0.214","0.088","0.207","0.271","0.319","8.575"
"HSET","120772.95","0.216","0.072","0.207","0.271","0.327","8.687"
"SPOP","129870.13","0.203","0.056","0.199","0.263","0.319","0.543"
"LPUSH (needed to benchmark LRANGE)","128534.70","0.201","0.064","0.199","0.231","0.303","0.431"
"LRANGE_100 (first 100 elements)","85251.49","0.300","0.104","0.287","0.359","0.399","1.015"
"MSET (10 keys)","126422.25","0.255","0.088","0.223","0.415","0.519","1.391"
