"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","117647.05","0.224","0.016","0.207","0.311","0.407","2.295"
"PING_MBULK","133333.33","0.199","0.008","0.191","0.255","0.431","2.135"
"SET","130378.09","0.204","0.016","0.199","0.255","0.415","3.655"
"GET","127551.02","0.208","0.016","0.199","0.271","0.407","2.543"
"INCR","125944.58","0.212","0.008","0.199","0.287","0.431","4.367"
"LPUSH","128040.97","0.208","0.016","0.199","0.263","0.415","3.343"
"RPUSH","122100.12","0.221","0.016","0.207","0.303","0.543","5.975"
"LPOP","125313.29","0.211","0.016","0.207","0.271","0.391","2.375"
"RPOP","126262.62","0.213","0.016","0.199","0.271","0.479","8.375"
"SADD","126582.27","0.214","0.008","0.207","0.279","0.535","4.303"
"HSET","127713.92","0.208","0.016","0.207","0.263","0.399","3.895"
"SPOP","128040.97","0.206","0.008","0.199","0.255","0.367","3.855"
"LPUSH (needed to benchmark LRANGE)","126742.72","0.210","0.016","0.207","0.271","0.463","3.975"
"LRANGE_100 (first 100 elements)","81632.65","0.364","0.024","0.303","0.671","1.335","12.903"
"MSET (10 keys)","116144.02","0.271","0.016","0.215","0.599","1.423","8.295"
