"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","105374.08","0.336","0.008","0.231","0.911","1.935","9.447"
"PING_MBULK","101832.99","0.340","0.008","0.239","0.855","2.135","11.527"
"SET","103734.44","0.338","0.008","0.239","0.863","1.695","14.559"
"GET","97370.98","0.386","0.008","0.247","1.023","2.655","18.143"
"INCR","101832.99","0.363","0.008","0.239","0.975","2.407","13.199"
"LPUSH","104602.52","0.334","0.008","0.239","0.855","1.855","12.391"
"RPUSH","104712.05","0.334","0.008","0.239","0.863","1.815","9.367"
"LPOP","103092.78","0.342","0.008","0.239","0.871","2.159","12.679"
"RPOP","104712.05","0.332","0.008","0.239","0.839","1.903","12.951"
"SADD","102564.10","0.350","0.008","0.239","0.911","1.759","13.535"
"HSET","101010.10","0.344","0.008","0.247","0.863","1.839","12.119"
"SPOP","104602.52","0.343","0.008","0.239","0.903","1.743","16.783"
"LPUSH (needed to benchmark LRANGE)","103412.62","0.342","0.008","0.239","0.879","2.015","18.383"
"LRANGE_100 (first 100 elements)","71428.57","0.526","0.024","0.343","1.343","3.183","25.007"
"MSET (10 keys)","87032.20","0.497","0.016","0.295","1.487","3.239","21.311"
