"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","105152.48","0.334","0.008","0.231","0.847","2.207","14.279"
"PING_MBULK","104275.29","0.323","0.008","0.239","0.751","1.663","8.287"
"SET","99601.60","0.363","0.008","0.239","0.975","2.319","9.383"
"GET","100401.61","0.353","0.008","0.247","0.879","2.215","15.143"
"INCR","102459.02","0.350","0.008","0.239","0.911","1.999","22.815"
"LPUSH","100806.45","0.341","0.008","0.255","0.831","1.695","14.423"
"RPUSH","101112.23","0.340","0.008","0.247","0.831","1.727","14.343"
"LPOP","101626.02","0.354","0.008","0.239","0.903","2.447","10.807"
"RPOP","100908.17","0.340","0.008","0.247","0.839","1.879","9.951"
"SADD","101317.12","0.340","0.008","0.255","0.847","1.711","12.455"
"HSET","99800.40","0.355","0.008","0.263","0.895","1.799","13.415"
"SPOP","104712.05","0.336","0.008","0.239","0.863","1.919","9.823"
"LPUSH (needed to benchmark LRANGE)","102040.81","0.338","0.008","0.239","0.839","1.847","10.103"
"LRANGE_100 (first 100 elements)","69832.40","0.555","0.016","0.343","1.463","4.055","19.759"
"MSET (10 keys)","86058.52","0.511","0.016","0.311","1.551","3.127","15.575"
