"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","123456.79","0.215","0.016","0.207","0.279","0.415","3.599"
"PING_MBULK","111234.70","0.236","0.016","0.223","0.319","0.415","2.871"
"SET","116959.06","0.227","0.016","0.215","0.303","0.439","4.319"
"GET","112485.94","0.236","0.016","0.223","0.327","0.487","4.367"
"INCR","120048.02","0.221","0.016","0.215","0.271","0.391","4.799"
"LPUSH","119474.31","0.219","0.016","0.215","0.287","0.359","2.119"
"RPUSH","120048.02","0.220","0.016","0.215","0.287","0.375","3.551"
"LPOP","119474.31","0.220","0.016","0.215","0.287","0.367","3.071"
"RPOP","120772.95","0.218","0.016","0.215","0.271","0.383","2.263"
"SADD","118203.30","0.222","0.016","0.215","0.287","0.367","1.919"
"HSET","118764.84","0.223","0.016","0.215","0.279","0.399","5.183"
"SPOP","118623.96","0.223","0.008","0.215","0.279","0.391","3.767"
"LPUSH (needed to benchmark LRANGE)","113507.38","0.238","0.016","0.223","0.319","0.599","4.575"
"LRANGE_100 (first 100 elements)","79936.05","0.372","0.024","0.311","0.727","1.455","12.687"
"MSET (10 keys)","110497.24","0.297","0.016","0.231","0.743","1.527","11.095"
