"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","980392.19","0.364","0.024","0.255","0.919","1.391","13.943"
"PING_MBULK","1041666.69","0.334","0.024","0.247","0.823","1.431","7.215"
"SET","628930.81","0.780","0.024","0.447","2.655","4.767","9.239"
"GET","763358.81","0.598","0.024","0.367","1.471","4.767","19.119"
"INCR","675675.69","0.727","0.024","0.423","2.615","4.279","6.639"
"LPUSH","546448.06","0.907","0.024","1.063","1.479","2.575","4.439"
"RPUSH","492610.84","1.002","0.024","1.087","1.543","3.103","7.527"
"LPOP","552486.19","0.893","0.024","1.071","1.399","2.391","4.015"
"RPOP","529100.56","0.934","0.024","1.071","1.671","2.471","3.991"
"SADD","478468.88","1.034","0.024","1.079","2.079","3.343","6.271"
"HSET","462962.94","1.072","0.024","1.103","1.847","2.767","4.911"
"SPOP","526315.81","0.938","0.016","1.071","1.999","3.207","5.391"
"LPUSH (needed to benchmark LRANGE)","546448.06","0.905","0.024","1.063","1.367","2.511","3.783"
"LRANGE_100 (first 100 elements)","168067.22","2.508","0.096","1.279","8.503","14.575","36.703"
"MSET (10 keys)","190114.06","2.618","0.112","2.103","6.423","8.959","17.023"
