"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","862069.00","0.470","0.024","0.271","1.031","4.631","17.887"
"PING_MBULK","1052631.62","0.297","0.024","0.239","0.695","1.303","12.343"
"SET","564971.75","0.863","0.024","0.551","2.799","4.439","7.079"
"GET","751879.69","0.607","0.024","0.391","1.623","4.527","12.623"
"INCR","689655.19","0.705","0.024","0.431","2.303","4.151","13.135"
"LPUSH","529100.56","0.930","0.024","1.079","1.623","2.847","3.991"
"RPUSH","497512.44","0.994","0.024","1.079","1.807","2.535","3.735"
"LPOP","555555.56","0.888","0.024","1.071","1.375","2.087","3.479"
"RPOP","546448.06","0.903","0.024","1.063","1.463","2.247","3.703"
"SADD","434782.59","1.125","0.024","1.111","2.423","4.151","6.447"
"HSET","349650.34","1.401","0.024","1.191","2.951","5.831","11.303"
"SPOP","450450.44","1.078","0.024","1.127","2.271","3.287","5.567"
"LPUSH (needed to benchmark LRANGE)","510204.09","0.964","0.024","1.087","1.567","2.679","6.231"
"LRANGE_100 (first 100 elements)","158478.61","2.594","0.104","1.503","8.175","18.559","29.631"
"MSET (10 keys)","156739.81","3.169","0.112","2.543","7.759","11.495","23.775"
