"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1010101.00","0.264","0.064","0.255","0.359","0.479","3.215"
"PING_MBULK","1000000.00","0.275","0.048","0.247","0.399","0.831","2.135"
"SET","704225.31","0.600","0.032","0.367","1.839","3.775","7.543"
"GET","909090.94","0.423","0.024","0.271","1.055","3.079","16.303"
"INCR","877193.00","0.496","0.024","0.295","1.727","3.759","8.079"
"LPUSH","724637.69","0.674","0.024","0.959","1.359","3.159","4.863"
"RPUSH","628930.81","0.786","0.024","0.943","1.247","2.159","3.511"
"LPOP","735294.06","0.670","0.024","0.999","1.215","2.015","3.247"
"RPOP","680272.12","0.720","0.024","1.007","1.279","2.751","5.319"
"SADD","662251.69","0.735","0.024","1.023","1.295","2.335","4.423"
"HSET","584795.31","0.836","0.024","1.047","1.391","3.679","6.735"
"SPOP","641025.62","0.669","0.032","0.327","1.407","3.103","5.751"
"LPUSH (needed to benchmark LRANGE)","675675.69","0.715","0.024","0.975","1.471","3.975","6.871"
"LRANGE_100 (first 100 elements)","198807.16","1.424","0.096","1.215","2.575","5.663","14.983"
"MSET (10 keys)","212314.23","2.329","0.088","1.935","5.423","7.631","13.591"
