"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","103950.10","0.255","0.040","0.231","0.335","0.431","3.903"
"PING_MBULK","103626.95","0.254","0.016","0.231","0.335","0.423","3.871"
"SET","100704.94","0.268","0.032","0.239","0.343","0.775","5.487"
"GET","102986.61","0.259","0.024","0.239","0.335","0.463","4.055"
"INCR","104493.20","0.259","0.016","0.231","0.343","0.807","3.895"
"LPUSH","103842.16","0.259","0.032","0.231","0.327","0.551","4.079"
"RPUSH","103412.62","0.259","0.032","0.231","0.335","0.535","3.703"
"LPOP","100806.45","0.263","0.032","0.247","0.343","0.455","4.703"
"RPOP","104058.27","0.258","0.024","0.231","0.335","0.599","3.703"
"SADD","102986.61","0.260","0.024","0.239","0.343","0.583","5.503"
"HSET","104058.27","0.258","0.024","0.239","0.327","0.583","5.871"
"SPOP","101936.80","0.258","0.016","0.247","0.351","0.415","4.127"
"LPUSH (needed to benchmark LRANGE)","95877.28","0.278","0.024","0.263","0.399","0.511","4.071"
"LRANGE_100 (first 100 elements)","68965.52","0.393","0.024","0.343","0.503","1.895","6.295"
"MSET (10 keys)","92936.80","0.308","0.024","0.263","0.455","1.255","5.527"
