"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1250000.00","0.211","0.064","0.207","0.271","0.367","0.519"
"PING_MBULK","1030927.81","0.251","0.072","0.271","0.303","0.367","0.503"
"SET","1041666.69","0.427","0.168","0.407","0.591","0.735","1.159"
"GET","1234567.88","0.324","0.128","0.319","0.471","0.519","0.647"
"INCR","1234567.88","0.330","0.120","0.327","0.479","0.535","0.703"
"LPUSH","1265822.75","0.295","0.112","0.287","0.439","0.503","0.631"
"RPUSH","1282051.25","0.227","0.088","0.215","0.319","0.375","0.511"
"LPOP","1149425.38","0.383","0.096","0.375","0.519","0.583","0.671"
"RPOP","1136363.62","0.364","0.136","0.343","0.567","0.783","1.047"
"SADD","1162790.62","0.330","0.120","0.311","0.559","0.711","1.039"
"HSET","1098901.12","0.388","0.152","0.383","0.543","0.615","0.831"
"SPOP","666666.62","0.654","0.064","0.647","1.407","1.719","2.183"
"LPUSH (needed to benchmark LRANGE)","1265822.75","0.275","0.144","0.255","0.431","0.503","0.687"
"LRANGE_100 (first 100 elements)","245098.05","1.031","0.376","1.015","1.231","1.559","2.679"
"MSET (10 keys)","389105.06","1.180","0.464","1.159","1.663","1.999","2.887"
