"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","97943.19","0.267","0.064","0.263","0.311","0.391","0.767"
"PING_MBULK","96525.09","0.271","0.088","0.271","0.327","0.407","1.511"
"SET","96246.39","0.274","0.088","0.271","0.343","0.447","3.519"
"GET","112994.35","0.232","0.056","0.215","0.303","0.407","0.791"
"INCR","113895.21","0.230","0.072","0.207","0.351","0.503","1.639"
"LPUSH","95238.10","0.273","0.072","0.271","0.343","0.407","0.895"
"RPUSH","93370.68","0.280","0.064","0.271","0.367","0.447","1.783"
"LPOP","94966.77","0.273","0.064","0.271","0.351","0.415","1.191"
"RPOP","96993.21","0.270","0.064","0.263","0.335","0.439","0.887"
"SADD","100100.10","0.262","0.080","0.263","0.343","0.423","0.903"
"HSET","96711.80","0.267","0.056","0.271","0.303","0.351","0.487"
"SPOP","106496.27","0.259","0.080","0.255","0.407","0.535","5.447"
"LPUSH (needed to benchmark LRANGE)","96432.02","0.270","0.136","0.271","0.311","0.383","1.039"
"LRANGE_100 (first 100 elements)","72463.77","0.354","0.160","0.351","0.391","0.439","0.887"
"MSET (10 keys)","96899.23","0.283","0.072","0.271","0.367","0.535","1.087"
