"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","127388.53","0.202","0.056","0.199","0.271","0.303","0.527"
"PING_MBULK","122549.02","0.211","0.056","0.199","0.279","0.327","0.503"
"SET","125313.29","0.208","0.056","0.199","0.279","0.335","0.911"
"GET","115740.73","0.225","0.048","0.207","0.287","0.359","1.151"
"INCR","106496.27","0.256","0.056","0.247","0.375","0.527","4.303"
"LPUSH","122549.02","0.214","0.056","0.199","0.279","0.335","8.751"
"RPUSH","125313.29","0.207","0.056","0.199","0.279","0.319","0.919"
"LPOP","126903.55","0.204","0.056","0.199","0.263","0.303","0.479"
"RPOP","114810.56","0.226","0.056","0.207","0.287","0.351","1.759"
"SADD","120336.95","0.218","0.056","0.207","0.279","0.335","8.687"
"HSET","125000.00","0.209","0.056","0.199","0.263","0.311","8.727"
"SPOP","125628.14","0.207","0.056","0.199","0.271","0.311","0.519"
"LPUSH (needed to benchmark LRANGE)","120336.95","0.214","0.072","0.207","0.279","0.319","0.551"
"LRANGE_100 (first 100 elements)","83263.95","0.306","0.152","0.287","0.367","0.407","0.799"
"MSET (10 keys)","121951.22","0.222","0.056","0.207","0.311","0.407","0.759"
