"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","129366.11","0.201","0.024","0.199","0.255","0.327","1.551"
"PING_MBULK","131578.95","0.196","0.072","0.199","0.231","0.295","0.543"
"SET","119047.62","0.219","0.016","0.207","0.303","0.367","2.071"
"GET","118483.41","0.221","0.016","0.207","0.303","0.399","3.119"
"INCR","125156.45","0.208","0.016","0.207","0.255","0.311","1.639"
"LPUSH","125470.52","0.207","0.040","0.207","0.255","0.319","1.063"
"RPUSH","122249.38","0.213","0.040","0.207","0.279","0.319","2.487"
"LPOP","121065.38","0.214","0.032","0.207","0.287","0.327","0.855"
"RPOP","119047.62","0.218","0.040","0.207","0.295","0.343","0.855"
"SADD","124378.11","0.209","0.040","0.207","0.255","0.319","0.823"
"HSET","125470.52","0.207","0.024","0.207","0.247","0.311","1.351"
"SPOP","121359.23","0.215","0.024","0.207","0.287","0.335","1.903"
"LPUSH (needed to benchmark LRANGE)","124688.28","0.208","0.032","0.207","0.255","0.335","1.959"
"LRANGE_100 (first 100 elements)","82918.74","0.313","0.024","0.295","0.383","0.543","3.663"
"MSET (10 keys)","122399.02","0.225","0.016","0.215","0.295","0.719","4.615"
