"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1190476.25","0.227","0.072","0.215","0.311","0.383","0.559"
"PING_MBULK","1162790.62","0.221","0.064","0.215","0.295","0.343","0.567"
"SET","1010101.00","0.440","0.184","0.415","0.591","0.695","1.015"
"GET","1149425.38","0.299","0.128","0.271","0.511","0.647","0.943"
"INCR","1149425.38","0.348","0.168","0.343","0.511","0.607","0.959"
"LPUSH","1176470.62","0.326","0.120","0.319","0.487","0.559","0.831"
"RPUSH","1190476.25","0.261","0.144","0.247","0.383","0.463","0.615"
"LPOP","1063829.88","0.409","0.152","0.391","0.591","0.687","0.871"
"RPOP","1136363.62","0.382","0.096","0.367","0.535","0.623","0.863"
"SADD","1098901.12","0.342","0.136","0.319","0.551","0.703","1.071"
"HSET","1010101.00","0.434","0.168","0.423","0.591","0.671","0.871"
"SPOP","645161.31","0.668","0.072","0.655","1.431","1.679","2.055"
"LPUSH (needed to benchmark LRANGE)","1123595.50","0.275","0.064","0.255","0.447","0.703","1.047"
"LRANGE_100 (first 100 elements)","226757.36","1.185","0.448","1.095","1.735","2.351","3.159"
"MSET (10 keys)","289017.34","1.619","0.472","1.567","2.935","3.535","4.271"
