"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","116414.43","0.223","0.024","0.207","0.303","0.343","3.551"
"PING_MBULK","118343.19","0.219","0.032","0.207","0.295","0.343","1.455"
"SET","119189.52","0.218","0.016","0.207","0.287","0.335","1.791"
"GET","114025.09","0.227","0.072","0.215","0.287","0.335","0.815"
"INCR","109170.30","0.238","0.032","0.239","0.303","0.359","3.831"
"LPUSH","125786.16","0.206","0.024","0.207","0.255","0.295","2.111"
"RPUSH","119331.74","0.217","0.056","0.207","0.287","0.335","0.983"
"LPOP","121802.68","0.213","0.032","0.207","0.279","0.319","1.287"
"RPOP","122399.02","0.211","0.048","0.207","0.271","0.303","0.607"
"SADD","119904.08","0.216","0.056","0.207","0.279","0.319","1.039"
"HSET","116959.06","0.222","0.016","0.215","0.295","0.335","1.663"
"SPOP","124069.48","0.209","0.016","0.207","0.271","0.319","1.335"
"LPUSH (needed to benchmark LRANGE)","123915.74","0.209","0.032","0.207","0.271","0.343","0.935"
"LRANGE_100 (first 100 elements)","79681.27","0.329","0.032","0.295","0.471","0.647","4.631"
"MSET (10 keys)","119617.22","0.236","0.016","0.215","0.367","0.831","4.191"
