"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1219512.12","0.214","0.056","0.207","0.271","0.415","1.015"
"PING_MBULK","1234567.88","0.215","0.024","0.215","0.279","0.423","1.615"
"SET","1063829.88","0.413","0.040","0.359","0.871","1.319","5.175"
"GET","1075268.75","0.353","0.032","0.263","0.791","1.519","8.023"
"INCR","1052631.62","0.417","0.032","0.351","0.927","1.383","5.303"
"LPUSH","970873.81","0.492","0.032","0.471","0.775","1.223","4.431"
"RPUSH","952381.00","0.501","0.040","0.471","0.791","1.335","5.663"
"LPOP","990099.00","0.483","0.032","0.455","0.743","1.335","5.807"
"RPOP","990099.00","0.482","0.088","0.455","0.703","1.247","2.735"
"SADD","909090.94","0.530","0.032","0.503","0.831","1.287","2.959"
"HSET","900900.88","0.535","0.040","0.511","0.799","1.287","8.479"
"SPOP","892857.12","0.536","0.024","0.479","0.951","1.839","6.375"
"LPUSH (needed to benchmark LRANGE)","917431.19","0.521","0.032","0.487","0.791","1.327","5.767"
"LRANGE_100 (first 100 elements)","236966.83","1.276","0.120","1.111","2.527","4.047","8.559"
"MSET (10 keys)","161812.31","3.080","0.072","2.247","8.775","11.239","17.471"
