"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","980392.19","0.388","0.032","0.279","0.959","1.815","5.919"
"PING_MBULK","1041666.69","0.399","0.024","0.287","0.935","1.879","10.095"
"SET","943396.25","0.428","0.024","0.279","1.391","2.551","4.399"
"GET","990099.00","0.328","0.024","0.247","0.615","2.487","7.359"
"INCR","892857.12","0.475","0.024","0.319","1.503","2.863","9.383"
"LPUSH","793650.75","0.613","0.024","0.287","1.527","2.727","3.807"
"RPUSH","746268.62","0.658","0.024","0.943","1.487","2.655","5.631"
"LPOP","854700.88","0.574","0.024","0.159","1.367","2.279","5.511"
"RPOP","800000.00","0.613","0.024","0.175","1.975","2.967","5.231"
"SADD","757575.75","0.647","0.024","0.447","1.743","2.711","4.855"
"HSET","724637.69","0.681","0.024","1.015","1.231","2.207","6.511"
"SPOP","729927.06","0.606","0.024","0.263","1.335","2.199","6.767"
"LPUSH (needed to benchmark LRANGE)","751879.69","0.640","0.024","0.231","1.943","3.231","8.327"
"LRANGE_100 (first 100 elements)","188323.91","1.876","0.200","1.223","5.583","8.871","17.871"
"MSET (10 keys)","229885.06","2.161","0.104","1.775","5.159","7.223","11.767"
