"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","877193.00","0.490","0.024","0.311","1.407","2.487","13.015"
"PING_MBULK","892857.12","0.474","0.024","0.327","1.367","2.135","10.375"
"SET","934579.44","0.474","0.024","0.271","1.695","3.279","7.479"
"GET","1020408.19","0.337","0.032","0.255","0.783","1.367","7.151"
"INCR","909090.94","0.520","0.024","0.263","1.975","3.711","8.527"
"LPUSH","813008.12","0.604","0.024","0.887","1.287","2.087","3.383"
"RPUSH","704225.31","0.696","0.024","0.967","1.711","2.367","4.047"
"LPOP","751879.69","0.651","0.024","0.359","1.895","3.111","6.751"
"RPOP","800000.00","0.612","0.016","0.431","1.423","2.503","6.119"
"SADD","735294.06","0.668","0.024","1.007","1.311","2.087","3.599"
"HSET","671140.94","0.737","0.024","1.031","1.311","2.055","4.271"
"SPOP","724637.69","0.617","0.024","0.487","1.319","1.967","3.743"
"LPUSH (needed to benchmark LRANGE)","781249.94","0.624","0.024","0.519","1.535","2.351","3.823"
"LRANGE_100 (first 100 elements)","181488.20","1.970","0.136","1.215","6.127","12.287","30.575"
"MSET (10 keys)","212314.23","2.343","0.120","1.927","5.559","7.607","14.343"
