"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","862069.00","0.510","0.016","0.327","1.327","4.407","9.031"
"PING_MBULK","909090.94","0.470","0.024","0.327","1.215","2.295","10.855"
"SET","980392.19","0.441","0.024","0.263","1.543","3.159","8.255"
"GET","1063829.88","0.328","0.032","0.255","0.735","1.311","8.735"
"INCR","970873.81","0.475","0.024","0.247","1.815","3.719","6.791"
"LPUSH","806451.62","0.612","0.024","0.375","1.399","2.863","4.927"
"RPUSH","746268.62","0.661","0.024","0.983","1.375","2.367","4.847"
"LPOP","806451.62","0.607","0.016","0.767","1.407","2.063","4.655"
"RPOP","813008.12","0.606","0.016","0.847","1.279","2.079","3.175"
"SADD","729927.06","0.662","0.024","0.855","1.711","2.367","5.175"
"HSET","714285.69","0.689","0.024","1.007","1.359","2.183","4.887"
"SPOP","729927.06","0.605","0.024","0.279","1.175","2.471","4.863"
"LPUSH (needed to benchmark LRANGE)","787401.56","0.623","0.024","0.231","1.831","2.759","4.711"
"LRANGE_100 (first 100 elements)","192678.23","1.888","0.096","1.151","5.719","14.807","22.447"
"MSET (10 keys)","227790.42","2.183","0.096","1.783","5.119","7.263","12.487"
