"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","98231.83","0.282","0.024","0.239","0.367","1.815","4.807"
"PING_MBULK","100100.10","0.273","0.016","0.231","0.359","1.375","4.175"
"SET","96339.12","0.289","0.016","0.247","0.367","2.359","4.455"
"GET","98231.83","0.281","0.016","0.247","0.383","1.255","4.207"
"INCR","98039.22","0.286","0.016","0.247","0.415","1.279","5.399"
"LPUSH","99800.40","0.280","0.016","0.239","0.375","1.247","4.263"
"RPUSH","97276.27","0.284","0.024","0.239","0.375","1.831","4.223"
"LPOP","95510.98","0.288","0.024","0.247","0.399","1.063","4.503"
"RPOP","100704.94","0.275","0.024","0.239","0.351","1.663","4.127"
"SADD","97560.98","0.284","0.016","0.239","0.375","1.527","5.071"
"HSET","98911.96","0.276","0.016","0.239","0.383","0.735","4.383"
"SPOP","99700.90","0.280","0.008","0.231","0.343","2.551","4.631"
"LPUSH (needed to benchmark LRANGE)","99206.34","0.278","0.016","0.239","0.367","1.271","4.327"
"LRANGE_100 (first 100 elements)","65019.51","0.459","0.032","0.343","0.847","3.335","11.599"
"MSET (10 keys)","96061.48","0.303","0.032","0.247","0.431","1.743","4.727"
