"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","781249.94","0.402","0.024","0.303","0.935","3.639","4.839"
"PING_MBULK","847457.62","0.405","0.024","0.255","1.039","3.815","5.655"
"SET","680272.12","0.698","0.032","0.335","2.735","4.767","12.599"
"GET","833333.38","0.497","0.032","0.303","1.463","3.455","10.295"
"INCR","729927.06","0.653","0.032","0.311","2.767","5.247","7.959"
"LPUSH","500000.00","0.977","0.024","1.055","2.095","4.135","5.559"
"RPUSH","442477.88","1.109","0.024","1.079","2.103","4.271","5.199"
"LPOP","515463.91","0.954","0.024","1.047","1.895","4.135","5.695"
"RPOP","515463.91","0.946","0.024","1.055","1.791","3.471","5.263"
"SADD","431034.50","1.136","0.024","1.079","2.439","4.679","6.879"
"HSET","436681.22","1.129","0.032","1.079","2.127","4.047","5.487"
"SPOP","515463.91","0.937","0.024","1.047","2.071","3.583","6.695"
"LPUSH (needed to benchmark LRANGE)","500000.00","0.984","0.024","1.063","1.863","3.639","5.567"
"LRANGE_100 (first 100 elements)","155521.00","2.420","0.136","1.367","7.631","13.119","32.431"
"MSET (10 keys)","192678.23","2.565","0.136","2.071","6.247","8.591","14.103"
