"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","689655.19","0.490","0.040","0.311","1.791","2.863","5.695"
"PING_MBULK","625000.00","0.523","0.072","0.335","1.751","3.847","4.287"
"SET","500000.00","0.944","0.032","0.431","3.711","6.487","10.039"
"GET","588235.25","0.608","0.048","0.359","1.503","5.823","6.279"
"INCR","571428.56","0.729","0.048","0.391","2.583","6.255","8.207"
"LPUSH","416666.66","1.143","0.024","1.119","2.247","3.839","4.199"
"RPUSH","465116.25","1.014","0.024","1.071","1.815","4.287","4.663"
"LPOP","476190.47","1.020","0.024","1.079","1.927","3.935","4.783"
"RPOP","454545.47","1.061","0.024","1.071","2.447","4.375","5.783"
"SADD","434782.59","1.097","0.024","1.087","2.479","3.335","3.927"
"HSET","400000.00","1.192","0.032","1.095","2.527","4.063","4.591"
"SPOP","425531.94","1.160","0.024","1.079","1.999","4.487","5.655"
"LPUSH (needed to benchmark LRANGE)","454545.47","1.067","0.024","1.087","1.895","2.839","6.679"
"LRANGE_100 (first 100 elements)","138888.89","2.789","0.152","1.383","9.895","16.263","22.671"
"MSET (10 keys)","166666.67","2.914","0.120","2.559","6.399","8.719","13.087"
