"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","103734.44","0.251","0.032","0.263","0.303","0.351","2.367"
"PING_MBULK","112994.35","0.230","0.024","0.223","0.303","0.351","1.991"
"SET","115874.86","0.224","0.008","0.223","0.271","0.343","2.263"
"GET","113507.38","0.230","0.024","0.231","0.287","0.359","1.631"
"INCR","108932.46","0.241","0.024","0.231","0.319","0.391","1.943"
"LPUSH","106723.59","0.245","0.008","0.239","0.319","0.391","3.959"
"RPUSH","113378.68","0.230","0.016","0.223","0.287","0.351","3.455"
"LPOP","108695.65","0.239","0.048","0.231","0.303","0.343","1.367"
"RPOP","98039.22","0.265","0.032","0.271","0.319","0.359","2.023"
"SADD","103305.79","0.252","0.032","0.247","0.327","0.367","1.327"
"HSET","111607.14","0.234","0.024","0.231","0.295","0.351","3.431"
"SPOP","94876.66","0.274","0.024","0.271","0.335","0.399","2.343"
"LPUSH (needed to benchmark LRANGE)","113636.37","0.229","0.024","0.223","0.295","0.343","2.431"
"LRANGE_100 (first 100 elements)","74738.41","0.360","0.032","0.335","0.455","0.959","12.975"
"MSET (10 keys)","111358.58","0.242","0.024","0.231","0.303","0.439","4.943"
