"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","116279.07","0.223","0.024","0.223","0.271","0.327","1.727"
"PING_MBULK","116550.12","0.222","0.032","0.223","0.271","0.319","1.239"
"SET","99502.48","0.261","0.024","0.263","0.319","0.367","1.399"
"GET","91157.70","0.286","0.032","0.287","0.359","0.415","1.431"
"INCR","96153.85","0.271","0.016","0.271","0.335","0.391","2.295"
"LPUSH","111111.12","0.238","0.032","0.231","0.295","0.423","9.103"
"RPUSH","98425.20","0.265","0.024","0.263","0.327","0.375","3.167"
"LPOP","93196.65","0.279","0.080","0.279","0.327","0.367","1.031"
"RPOP","104493.20","0.249","0.032","0.239","0.319","0.367","3.599"
"SADD","102249.49","0.256","0.016","0.247","0.335","0.391","2.415"
"HSET","112233.45","0.232","0.032","0.231","0.287","0.367","2.311"
"SPOP","109409.20","0.239","0.016","0.231","0.295","0.367","2.647"
"LPUSH (needed to benchmark LRANGE)","102774.92","0.252","0.072","0.247","0.327","0.375","0.919"
"LRANGE_100 (first 100 elements)","77101.00","0.351","0.032","0.327","0.423","1.135","5.495"
"MSET (10 keys)","98135.42","0.272","0.024","0.263","0.351","0.455","4.567"
