"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","813008.12","0.459","0.024","0.295","1.263","3.375","10.343"
"PING_MBULK","900900.88","0.395","0.024","0.263","0.999","3.071","11.111"
"SET","591716.00","0.835","0.024","0.487","2.847","5.135","9.175"
"GET","675675.69","0.688","0.032","0.423","1.863","5.287","14.087"
"INCR","645161.31","0.765","0.024","0.439","2.679","4.919","13.303"
"LPUSH","512820.53","0.960","0.024","1.079","1.639","2.791","5.719"
"RPUSH","483091.78","1.022","0.024","1.087","1.783","2.567","4.327"
"LPOP","515463.91","0.959","0.024","1.071","1.767","2.727","4.575"
"RPOP","505050.50","0.979","0.024","1.079","1.959","2.959","5.839"
"SADD","485436.91","1.007","0.024","1.103","1.711","2.679","6.463"
"HSET","456621.00","1.081","0.024","1.103","2.023","2.791","5.839"
"SPOP","471698.12","1.048","0.016","1.111","2.255","3.527","7.135"
"LPUSH (needed to benchmark LRANGE)","526315.81","0.934","0.024","1.071","1.647","2.279","3.751"
"LRANGE_100 (first 100 elements)","162866.44","2.615","0.112","1.463","8.327","13.823","24.783"
"MSET (10 keys)","181818.17","2.738","0.104","2.191","6.903","10.119","15.951"
