"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","862069.00","0.504","0.016","0.255","1.303","5.479","16.799"
"PING_MBULK","925925.88","0.431","0.024","0.263","1.023","3.327","15.583"
"SET","558659.19","0.884","0.032","0.575","2.839","4.703","11.847"
"GET","819672.12","0.553","0.024","0.359","1.399","4.183","18.127"
"INCR","529100.56","0.934","0.024","0.583","3.007","5.327","14.655"
"LPUSH","505050.50","0.975","0.024","1.071","2.047","3.303","6.783"
"RPUSH","434782.59","1.139","0.024","1.095","2.791","4.911","7.423"
"LPOP","431034.50","1.145","0.024","1.111","2.439","5.287","8.247"
"RPOP","386100.38","1.284","0.024","1.095","3.487","6.159","8.047"
"SADD","359712.22","1.378","0.024","1.143","3.503","5.815","15.807"
"HSET","390624.97","1.263","0.024","1.143","2.943","4.719","10.831"
"SPOP","507614.22","0.976","0.016","1.079","2.087","3.775","6.167"
"LPUSH (needed to benchmark LRANGE)","429184.56","1.152","0.024","1.079","2.767","4.871","18.655"
"LRANGE_100 (first 100 elements)","170357.75","2.540","0.112","1.327","8.367","16.215","38.559"
"MSET (10 keys)","189753.31","2.623","0.112","2.119","6.359","9.503","17.183"
