"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","112107.62","0.253","0.008","0.223","0.383","0.807","12.407"
"PING_MBULK","107991.36","0.261","0.008","0.231","0.391","0.863","7.967"
"SET","113895.21","0.245","0.008","0.231","0.343","0.743","4.887"
"GET","115740.73","0.246","0.008","0.215","0.375","0.927","4.527"
"INCR","110132.16","0.261","0.008","0.223","0.423","0.935","6.071"
"LPUSH","112359.55","0.261","0.008","0.223","0.431","1.063","8.663"
"RPUSH","111234.70","0.261","0.008","0.231","0.431","0.983","8.135"
"LPOP","109170.30","0.266","0.016","0.231","0.447","1.007","6.927"
"RPOP","106044.54","0.256","0.008","0.239","0.351","0.679","8.943"
"SADD","109769.48","0.254","0.008","0.231","0.359","0.839","8.623"
"HSET","106382.98","0.274","0.008","0.239","0.463","1.039","5.871"
"SPOP","104931.80","0.258","0.016","0.239","0.335","0.919","6.103"
"LPUSH (needed to benchmark LRANGE)","110741.97","0.262","0.008","0.223","0.399","1.023","10.071"
"LRANGE_100 (first 100 elements)","73046.02","0.474","0.024","0.319","1.175","3.519","27.839"
"MSET (10 keys)","96339.12","0.417","0.016","0.263","1.183","2.511","18.447"
