"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","109051.26","0.240","0.024","0.239","0.311","0.391","2.167"
"PING_MBULK","113122.17","0.232","0.016","0.223","0.311","0.399","3.703"
"SET","111482.72","0.238","0.024","0.223","0.311","0.463","5.223"
"GET","116009.28","0.227","0.016","0.215","0.303","0.383","5.047"
"INCR","113250.28","0.234","0.008","0.223","0.303","0.407","4.751"
"LPUSH","115874.86","0.226","0.016","0.215","0.303","0.359","4.239"
"RPUSH","101936.80","0.286","0.008","0.239","0.455","1.223","8.215"
"LPOP","109289.62","0.240","0.016","0.231","0.303","0.359","3.855"
"RPOP","120481.93","0.222","0.008","0.215","0.271","0.455","6.695"
"SADD","111358.58","0.238","0.016","0.223","0.311","0.439","4.071"
"HSET","108459.87","0.244","0.016","0.231","0.327","0.431","2.951"
"SPOP","116686.12","0.231","0.016","0.215","0.303","0.927","7.047"
"LPUSH (needed to benchmark LRANGE)","109170.30","0.242","0.024","0.231","0.311","0.415","3.567"
"LRANGE_100 (first 100 elements)","78864.35","0.374","0.024","0.311","0.671","1.463","10.511"
"MSET (10 keys)","104275.29","0.332","0.016","0.239","0.879","1.855","16.607"
