"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","116550.12","0.227","0.016","0.223","0.287","0.415","5.791"
"PING_MBULK","112739.57","0.232","0.032","0.223","0.311","0.391","3.655"
"SET","112739.57","0.233","0.032","0.223","0.311","0.383","3.991"
"GET","111358.58","0.236","0.016","0.231","0.303","0.383","1.975"
"INCR","112485.94","0.235","0.024","0.223","0.303","0.415","2.959"
"LPUSH","112612.61","0.233","0.016","0.223","0.303","0.383","2.239"
"RPUSH","109769.48","0.240","0.024","0.231","0.319","0.423","3.775"
"LPOP","103519.66","0.259","0.016","0.239","0.343","0.567","8.159"
"RPOP","111731.84","0.234","0.016","0.231","0.319","0.391","2.687"
"SADD","111482.72","0.239","0.016","0.231","0.319","0.455","7.975"
"HSET","112612.61","0.237","0.016","0.231","0.319","0.447","4.087"
"SPOP","102986.61","0.258","0.016","0.247","0.335","0.695","3.151"
"LPUSH (needed to benchmark LRANGE)","116279.07","0.226","0.016","0.223","0.279","0.383","3.975"
"LRANGE_100 (first 100 elements)","75018.76","0.380","0.032","0.327","0.583","1.527","14.015"
"MSET (10 keys)","106269.93","0.301","0.016","0.239","0.695","1.495","10.439"
