"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","980392.19","0.395","0.024","0.279","0.983","1.615","18.767"
"PING_MBULK","980392.19","0.357","0.024","0.271","0.911","1.551","8.959"
"SET","793650.75","0.584","0.024","0.295","2.239","4.839","9.015"
"GET","980392.19","0.395","0.024","0.295","0.975","1.671","8.303"
"INCR","769230.81","0.569","0.024","0.335","2.063","4.079","9.279"
"LPUSH","735294.06","0.664","0.024","0.407","1.935","2.495","5.703"
"RPUSH","645161.31","0.767","0.024","0.975","2.087","3.311","11.647"
"LPOP","751879.69","0.649","0.024","0.295","1.727","2.895","5.711"
"RPOP","694444.50","0.704","0.024","0.543","1.903","2.999","7.791"
"SADD","662251.69","0.742","0.024","0.991","1.855","2.511","4.519"
"HSET","636942.62","0.770","0.024","1.031","1.855","2.447","4.327"
"SPOP","657894.75","0.713","0.016","0.375","1.959","4.263","7.399"
"LPUSH (needed to benchmark LRANGE)","689655.19","0.713","0.024","0.543","1.975","2.759","11.023"
"LRANGE_100 (first 100 elements)","168067.22","2.154","0.200","1.295","6.847","14.063","23.087"
"MSET (10 keys)","159744.41","3.114","0.128","2.479","7.815","11.399","21.887"
