"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1000000.00","0.314","0.024","0.255","0.639","1.263","8.807"
"PING_MBULK","892857.12","0.446","0.024","0.255","1.199","3.943","17.327"
"SET","621118.00","0.789","0.032","0.471","2.735","4.679","8.247"
"GET","892857.12","0.482","0.024","0.327","1.183","1.847","25.071"
"INCR","641025.62","0.768","0.032","0.415","2.783","5.127","11.519"
"LPUSH","505050.50","0.978","0.024","1.071","2.023","3.543","6.407"
"RPUSH","485436.91","1.018","0.024","1.087","1.879","2.783","5.015"
"LPOP","526315.81","0.941","0.024","1.071","1.831","2.599","4.959"
"RPOP","502512.56","0.985","0.024","1.063","1.855","4.967","10.031"
"SADD","467289.72","1.053","0.024","1.095","1.999","3.215","6.143"
"HSET","467289.72","1.060","0.024","1.095","1.887","3.071","6.591"
"SPOP","490196.09","1.003","0.016","1.087","2.103","3.215","5.855"
"LPUSH (needed to benchmark LRANGE)","518134.72","0.953","0.024","1.079","1.591","2.615","5.287"
"LRANGE_100 (first 100 elements)","163132.14","2.516","0.104","1.335","8.055","15.631","30.015"
"MSET (10 keys)","181159.42","2.747","0.104","2.207","6.823","9.775","18.511"
