"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","41580.04","1.194","0.040","1.151","2.071","2.863","6.847"
"PING_MBULK","41493.77","1.198","0.040","1.167","2.063","2.695","5.951"
"SET","41101.52","1.209","0.040","1.175","2.079","2.879","6.223"
"GET","39856.52","1.246","0.040","1.207","2.151","2.959","6.135"
"INCR","40633.89","1.222","0.040","1.183","2.119","3.087","6.959"
"LPUSH","40866.37","1.214","0.048","1.167","2.111","3.151","6.279"
"RPUSH","40716.61","1.219","0.048","1.183","2.079","3.079","7.999"
"LPOP","41067.76","1.210","0.040","1.167","2.063","3.215","7.311"
"RPOP","40666.94","1.222","0.040","1.183","2.103","3.015","9.239"
"SADD","40000.00","1.242","0.040","1.191","2.111","3.071","7.879"
"HSET","40128.41","1.238","0.056","1.191","2.135","3.007","8.223"
"SPOP","40420.37","1.229","0.048","1.183","2.119","2.887","7.455"
"LPUSH (needed to benchmark LRANGE)","40933.28","1.213","0.048","1.175","2.063","2.967","7.303"
"LRANGE_100 (first 100 elements)","32669.06","1.518","0.064","1.439","2.759","4.847","10.775"
"MSET (10 keys)","36363.64","1.370","0.056","1.311","2.367","3.863","11.367"
