"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","51020.41","0.967","0.040","0.911","1.815","2.631","6.983"
"PING_MBULK","51706.31","0.957","0.040","0.935","1.711","2.303","5.959"
"SET","53390.28","0.928","0.032","0.911","1.647","2.279","5.543"
"GET","47778.31","1.037","0.040","0.991","1.863","2.823","7.679"
"INCR","45998.16","1.077","0.032","0.991","2.063","3.567","8.103"
"LPUSH","48732.94","1.017","0.032","0.959","1.871","2.951","7.495"
"RPUSH","46948.36","1.056","0.032","0.991","1.983","3.103","9.135"
"LPOP","48355.90","1.024","0.040","0.967","1.895","2.999","7.743"
"RPOP","50813.01","0.975","0.040","0.943","1.727","2.471","7.207"
"SADD","51020.41","0.971","0.032","0.943","1.687","2.407","7.847"
"HSET","50838.84","0.974","0.040","0.943","1.711","2.559","7.759"
"SPOP","51546.39","0.962","0.032","0.935","1.687","2.479","7.279"
"LPUSH (needed to benchmark LRANGE)","51652.89","0.960","0.040","0.919","1.711","2.647","6.599"
"LRANGE_100 (first 100 elements)","40966.82","1.207","0.048","1.087","2.311","4.127","7.751"
"MSET (10 keys)","45310.38","1.098","0.040","1.031","1.975","3.215","9.231"
