"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1219512.12","0.212","0.088","0.215","0.271","0.327","0.439"
"PING_MBULK","1234567.88","0.212","0.024","0.207","0.271","0.367","1.799"
"SET","1149425.38","0.285","0.024","0.231","0.607","1.439","5.799"
"GET","1176470.62","0.256","0.024","0.223","0.519","0.863","9.663"
"INCR","1162790.62","0.287","0.024","0.231","0.551","1.719","5.551"
"LPUSH","909090.94","0.540","0.016","0.087","1.215","2.575","5.455"
"RPUSH","781249.94","0.629","0.016","0.735","1.119","1.695","3.911"
"LPOP","952381.00","0.511","0.016","0.071","1.127","1.943","6.055"
"RPOP","943396.25","0.517","0.016","0.079","1.143","2.007","3.551"
"SADD","833333.38","0.586","0.016","0.863","1.191","2.055","3.583"
"HSET","775193.81","0.636","0.024","0.927","1.127","1.383","4.495"
"SPOP","781249.94","0.580","0.016","0.695","1.079","1.927","4.759"
"LPUSH (needed to benchmark LRANGE)","925925.88","0.530","0.016","0.119","1.167","1.711","4.143"
"LRANGE_100 (first 100 elements)","234741.78","1.165","0.088","1.071","1.695","4.079","10.487"
"MSET (10 keys)","298507.47","1.666","0.080","1.327","3.999","5.399","9.103"
