"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","132802.12","0.194","0.072","0.191","0.223","0.295","0.415"
"PING_MBULK","110011.00","0.235","0.072","0.247","0.279","0.335","0.479"
"SET","129032.27","0.201","0.056","0.199","0.263","0.303","1.503"
"GET","131926.12","0.195","0.056","0.199","0.215","0.287","0.415"
"INCR","128040.97","0.204","0.072","0.199","0.271","0.319","1.495"
"LPUSH","123609.39","0.209","0.056","0.199","0.279","0.319","0.887"
"RPUSH","114678.90","0.225","0.056","0.207","0.279","0.327","0.631"
"LPOP","128205.13","0.201","0.064","0.199","0.263","0.303","0.455"
"RPOP","126422.25","0.204","0.064","0.199","0.271","0.295","0.519"
"SADD","128369.71","0.201","0.056","0.199","0.255","0.295","0.463"
"HSET","130208.34","0.200","0.056","0.199","0.215","0.287","8.583"
"SPOP","132626.00","0.197","0.064","0.191","0.231","0.303","0.647"
"LPUSH (needed to benchmark LRANGE)","119904.08","0.216","0.056","0.199","0.279","0.335","0.519"
"LRANGE_100 (first 100 elements)","85543.20","0.299","0.152","0.287","0.359","0.415","0.887"
"MSET (10 keys)","117370.89","0.312","0.064","0.295","0.487","0.615","1.167"
