"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","91491.30","0.286","0.088","0.295","0.359","0.431","0.807"
"PING_MBULK","88105.73","0.304","0.064","0.295","0.415","0.575","1.127"
"SET","87950.75","0.326","0.088","0.295","0.567","0.679","1.975"
"GET","87642.41","0.313","0.080","0.295","0.471","0.599","1.151"
"INCR","95057.03","0.285","0.072","0.287","0.391","0.567","1.767"
"LPUSH","85763.29","0.315","0.088","0.303","0.407","0.567","8.983"
"RPUSH","88967.98","0.303","0.072","0.295","0.415","0.615","2.919"
"LPOP","99502.48","0.265","0.064","0.247","0.359","0.527","1.399"
"RPOP","93632.96","0.285","0.112","0.287","0.399","0.607","1.311"
"SADD","87719.30","0.304","0.072","0.295","0.399","0.583","1.327"
"HSET","88261.25","0.304","0.088","0.295","0.391","0.583","9.095"
"SPOP","88183.43","0.298","0.072","0.295","0.367","0.423","3.711"
"LPUSH (needed to benchmark LRANGE)","89126.56","0.291","0.080","0.287","0.359","0.415","2.095"
"LRANGE_100 (first 100 elements)","67704.80","0.381","0.152","0.383","0.431","0.487","0.783"
"MSET (10 keys)","88652.48","0.369","0.152","0.327","0.583","0.703","2.087"
