"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","84530.86","0.307","0.064","0.303","0.391","0.463","2.383"
"PING_MBULK","86355.79","0.301","0.056","0.303","0.367","0.431","1.911"
"SET","83682.01","0.312","0.032","0.311","0.399","0.479","1.879"
"GET","82987.55","0.313","0.072","0.311","0.391","0.455","1.535"
"INCR","80000.00","0.326","0.056","0.319","0.439","0.503","2.367"
"LPUSH","85324.23","0.305","0.032","0.303","0.383","0.447","2.823"
"RPUSH","87260.03","0.298","0.024","0.295","0.351","0.399","3.807"
"LPOP","85836.91","0.304","0.048","0.303","0.359","0.415","3.287"
"RPOP","85324.23","0.305","0.056","0.303","0.383","0.439","2.295"
"SADD","84459.46","0.311","0.032","0.303","0.383","0.479","3.351"
"HSET","84175.09","0.311","0.040","0.311","0.399","0.479","1.831"
"SPOP","85543.20","0.306","0.032","0.303","0.391","0.463","2.207"
"LPUSH (needed to benchmark LRANGE)","86206.90","0.303","0.032","0.303","0.367","0.423","3.135"
"LRANGE_100 (first 100 elements)","65359.48","0.403","0.048","0.391","0.463","0.655","5.663"
"MSET (10 keys)","83472.46","0.319","0.032","0.311","0.383","0.471","2.895"
