"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","854700.88","0.353","0.088","0.311","0.607","0.759","1.215"
"PING_MBULK","892857.12","0.300","0.080","0.295","0.367","0.463","0.607"
"SET","719424.44","0.630","0.272","0.599","0.863","1.007","1.431"
"GET","787401.56","0.567","0.240","0.543","0.791","0.943","1.543"
"INCR","787401.56","0.567","0.224","0.551","0.767","0.911","1.391"
"LPUSH","862069.00","0.413","0.184","0.399","0.623","0.735","1.167"
"RPUSH","862069.00","0.395","0.088","0.359","0.623","0.775","1.175"
"LPOP","806451.62","0.550","0.208","0.527","0.743","0.879","1.231"
"RPOP","862069.00","0.498","0.208","0.487","0.687","0.799","1.095"
"SADD","826446.31","0.462","0.104","0.439","0.743","0.943","1.399"
"HSET","806451.62","0.545","0.224","0.527","0.735","0.863","1.039"
"SPOP","518134.72","0.832","0.088","0.823","1.735","2.031","2.423"
"LPUSH (needed to benchmark LRANGE)","833333.38","0.506","0.208","0.495","0.727","0.887","1.271"
"LRANGE_100 (first 100 elements)","221238.94","1.153","0.480","1.135","1.343","1.791","3.575"
"MSET (10 keys)","284090.91","1.642","0.496","1.687","2.207","2.511","3.551"
