"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","729927.06","0.431","0.040","0.351","0.879","2.295","8.639"
"PING_MBULK","757575.75","0.423","0.040","0.343","0.791","2.255","16.015"
"SET","775193.81","0.374","0.048","0.335","0.551","1.463","3.711"
"GET","793650.75","0.338","0.112","0.327","0.439","0.519","1.599"
"INCR","793650.75","0.413","0.040","0.343","0.895","1.887","4.815"
"LPUSH","671140.94","0.709","0.032","1.039","1.183","1.815","2.511"
"RPUSH","584795.31","0.836","0.032","1.071","1.303","2.087","3.143"
"LPOP","574712.69","0.846","0.024","1.071","1.551","2.431","3.959"
"RPOP","602409.69","0.806","0.032","1.063","1.303","2.335","3.431"
"SADD","561797.75","0.862","0.032","1.071","1.527","2.455","4.703"
"HSET","558659.19","0.875","0.032","1.079","1.255","2.103","5.815"
"SPOP","617283.94","0.690","0.032","0.695","1.127","1.903","5.335"
"LPUSH (needed to benchmark LRANGE)","645161.31","0.755","0.024","1.047","1.183","2.079","3.639"
"LRANGE_100 (first 100 elements)","190839.70","1.526","0.264","1.335","2.847","5.303","11.767"
"MSET (10 keys)","236406.61","2.099","0.128","1.695","5.023","6.895","11.799"
