"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","769230.81","0.399","0.048","0.343","0.663","1.831","8.359"
"PING_MBULK","751879.69","0.376","0.048","0.343","0.519","1.023","5.151"
"SET","719424.44","0.395","0.072","0.343","0.527","1.191","6.087"
"GET","781249.94","0.340","0.104","0.335","0.439","0.519","1.631"
"INCR","751879.69","0.400","0.048","0.343","0.575","1.687","6.295"
"LPUSH","636942.62","0.754","0.032","1.055","1.207","2.063","3.079"
"RPUSH","537634.38","0.913","0.032","1.079","1.391","3.143","5.791"
"LPOP","621118.00","0.785","0.024","1.047","1.639","2.743","4.839"
"RPOP","641025.62","0.755","0.024","1.047","1.271","2.063","3.327"
"SADD","578034.69","0.841","0.032","1.071","1.263","2.135","4.839"
"HSET","564971.75","0.869","0.032","1.071","1.319","2.103","4.567"
"SPOP","591716.00","0.772","0.024","1.031","1.231","2.447","5.895"
"LPUSH (needed to benchmark LRANGE)","595238.12","0.817","0.032","1.071","1.207","2.047","3.191"
"LRANGE_100 (first 100 elements)","187617.27","1.594","0.216","1.319","3.591","6.335","10.343"
"MSET (10 keys)","220750.55","2.251","0.120","1.823","5.359","7.639","13.863"
