"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","110619.47","0.236","0.032","0.231","0.303","0.375","2.727"
"PING_MBULK","104931.80","0.247","0.032","0.231","0.319","0.391","2.063"
"SET","112739.57","0.232","0.024","0.231","0.279","0.359","1.991"
"GET","110253.59","0.236","0.016","0.231","0.303","0.375","1.471"
"INCR","112233.45","0.234","0.016","0.231","0.279","0.367","2.119"
"LPUSH","113378.68","0.230","0.024","0.231","0.271","0.367","2.383"
"RPUSH","109289.62","0.239","0.024","0.231","0.311","0.375","1.487"
"LPOP","95785.44","0.271","0.032","0.279","0.327","0.383","4.103"
"RPOP","101419.88","0.256","0.048","0.263","0.319","0.375","1.271"
"SADD","108695.65","0.240","0.016","0.239","0.311","0.375","1.847"
"HSET","107411.38","0.243","0.024","0.239","0.319","0.375","2.983"
"SPOP","109051.26","0.241","0.016","0.231","0.311","0.383","2.583"
"LPUSH (needed to benchmark LRANGE)","104058.27","0.251","0.016","0.247","0.327","0.391","1.591"
"LRANGE_100 (first 100 elements)","74738.41","0.360","0.024","0.335","0.439","0.823","10.679"
"MSET (10 keys)","104166.67","0.261","0.024","0.247","0.335","0.575","4.079"
