"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","95693.78","0.271","0.024","0.279","0.343","0.399","2.087"
"PING_MBULK","110864.74","0.234","0.024","0.231","0.295","0.375","1.559"
"SET","104602.52","0.251","0.024","0.239","0.327","0.407","3.175"
"GET","113765.64","0.229","0.024","0.231","0.271","0.351","2.199"
"INCR","112359.55","0.232","0.016","0.231","0.287","0.367","1.623"
"LPUSH","109170.30","0.241","0.024","0.231","0.311","0.399","4.335"
"RPUSH","109051.26","0.243","0.016","0.231","0.319","0.439","5.511"
"LPOP","103842.16","0.252","0.016","0.247","0.327","0.399","4.279"
"RPOP","109529.02","0.238","0.040","0.231","0.319","0.367","2.295"
"SADD","112612.61","0.231","0.024","0.231","0.295","0.359","1.639"
"HSET","101419.88","0.257","0.016","0.247","0.343","0.415","2.487"
"SPOP","111607.14","0.235","0.016","0.231","0.287","0.367","2.679"
"LPUSH (needed to benchmark LRANGE)","111856.82","0.234","0.016","0.231","0.295","0.375","1.519"
"LRANGE_100 (first 100 elements)","76863.95","0.354","0.032","0.327","0.447","1.039","5.711"
"MSET (10 keys)","99403.58","0.272","0.024","0.263","0.343","0.551","3.671"
