"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","746268.62","0.596","0.016","0.351","1.535","4.815","17.119"
"PING_MBULK","606060.56","0.766","0.024","0.423","2.735","5.735","11.207"
"SET","384615.41","1.276","0.032","0.735","4.263","6.807","16.911"
"GET","564971.75","0.852","0.032","0.511","2.791","5.727","17.551"
"INCR","347222.25","1.427","0.032","0.927","4.303","7.999","22.943"
"LPUSH","265957.47","1.867","0.024","1.607","4.783","6.647","18.063"
"RPUSH","271002.72","1.826","0.024","1.559","4.231","6.567","26.063"
"LPOP","296735.91","1.672","0.024","1.503","4.071","5.887","9.839"
"RPOP","299401.22","1.653","0.024","1.495","3.719","5.127","10.543"
"SADD","283286.12","1.753","0.024","1.527","4.359","7.191","10.567"
"HSET","289017.34","1.708","0.032","1.519","3.983","5.175","9.615"
"SPOP","299401.22","1.653","0.024","1.423","4.135","6.207","15.039"
"LPUSH (needed to benchmark LRANGE)","274725.28","1.797","0.040","1.599","4.151","7.679","12.191"
"LRANGE_100 (first 100 elements)","139860.14","3.348","0.112","2.007","11.495","18.079","31.679"
"MSET (10 keys)","130890.05","3.807","0.112","3.159","9.279","13.527","21.775"
