"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","746268.62","0.613","0.016","0.311","2.087","6.063","22.239"
"PING_MBULK","793650.75","0.562","0.024","0.335","1.583","4.063","19.615"
"SET","328947.38","1.509","0.032","1.023","4.423","7.607","14.343"
"GET","628930.81","0.771","0.032","0.527","1.983","4.879","23.071"
"INCR","313479.62","1.586","0.032","1.047","4.951","8.295","12.751"
"LPUSH","295858.00","1.668","0.024","1.439","4.303","6.759","13.639"
"RPUSH","266666.66","1.852","0.032","1.583","4.863","6.631","14.183"
"LPOP","296735.91","1.676","0.024","1.319","4.559","7.031","11.871"
"RPOP","319488.81","1.554","0.024","1.335","3.783","5.831","10.391"
"SADD","277777.78","1.779","0.032","1.511","4.215","10.311","16.359"
"HSET","271739.12","1.819","0.040","1.567","4.351","6.623","12.983"
"SPOP","284090.91","1.746","0.024","1.471","4.495","6.903","12.471"
"LPUSH (needed to benchmark LRANGE)","298507.47","1.655","0.024","1.455","3.991","6.511","18.047"
"LRANGE_100 (first 100 elements)","130378.09","3.615","0.112","2.175","11.839","20.431","37.855"
"MSET (10 keys)","129366.11","3.853","0.120","3.231","9.119","13.479","29.071"
