"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","112994.35","0.230","0.024","0.223","0.295","0.367","2.463"
"PING_MBULK","112359.55","0.231","0.032","0.231","0.295","0.359","1.791"
"SET","112233.45","0.231","0.024","0.231","0.287","0.351","1.735"
"GET","114155.25","0.228","0.024","0.223","0.295","0.343","1.783"
"INCR","113250.28","0.230","0.024","0.231","0.279","0.351","2.911"
"LPUSH","108932.46","0.241","0.016","0.231","0.303","0.367","5.591"
"RPUSH","114025.09","0.229","0.024","0.231","0.271","0.343","1.479"
"LPOP","114547.53","0.227","0.064","0.223","0.279","0.351","3.319"
"RPOP","112866.82","0.231","0.032","0.223","0.303","0.359","1.655"
"SADD","113765.64","0.230","0.024","0.223","0.303","0.367","1.959"
"HSET","113507.38","0.229","0.064","0.231","0.279","0.343","1.607"
"SPOP","105596.62","0.250","0.016","0.239","0.319","0.423","4.695"
"LPUSH (needed to benchmark LRANGE)","109890.11","0.237","0.064","0.231","0.319","0.359","1.911"
"LRANGE_100 (first 100 elements)","76687.12","0.353","0.032","0.327","0.439","0.983","7.863"
"MSET (10 keys)","110497.24","0.249","0.016","0.231","0.327","0.607","5.319"
