"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","113250.28","0.229","0.056","0.223","0.303","0.351","0.943"
"PING_MBULK","96711.80","0.267","0.056","0.279","0.327","0.375","1.031"
"SET","94161.95","0.282","0.016","0.255","0.431","0.575","5.015"
"GET","93196.65","0.279","0.040","0.287","0.351","0.415","3.863"
"INCR","101729.40","0.255","0.080","0.247","0.327","0.375","1.415"
"LPUSH","96805.42","0.273","0.024","0.263","0.343","0.463","3.207"
"RPUSH","101317.12","0.257","0.048","0.247","0.319","0.383","1.983"
"LPOP","107758.62","0.241","0.016","0.239","0.311","0.367","1.279"
"RPOP","109170.30","0.238","0.024","0.231","0.311","0.359","1.943"
"SADD","109890.11","0.236","0.040","0.231","0.303","0.351","0.943"
"HSET","108459.87","0.241","0.024","0.239","0.319","0.383","1.535"
"SPOP","92336.11","0.282","0.024","0.287","0.351","0.415","1.967"
"LPUSH (needed to benchmark LRANGE)","101419.88","0.256","0.016","0.255","0.311","0.383","1.487"
"LRANGE_100 (first 100 elements)","74460.16","0.368","0.032","0.335","0.471","1.175","16.879"
"MSET (10 keys)","107181.13","0.255","0.024","0.239","0.343","0.599","5.031"
